voter_name,voter_id,voter_url,voter_role,voter_nationality,voter_gender,poll_category,voter_title,film_count,voter_comments
Kutlug Ataman,1029,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1029,Director,Turkey,Male,directors poll,Lola+Bilidikid; 2 Girls,10,"Battleship Potemkin was very influential both on my art and film careers. It made me fall in love with cinema. I learned a lot from it, and still watch it with great pleasure."
Ahmed Atef,852,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/852,Director,Egypt,Male,directors poll,Omar 2000; Demons of Cairo,10,
Michael Atkinson,313,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/313,critic,US,Male,critics poll,Critic,10,"How would the final results change if the poll’s ten-votes-per-list metric took on, say, lists of 20 or even 30 selections? Would it make a more pertinent list? Hard to say; I just wanted to list more, dammit."
José Carlos Avellar,466,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/466,critic,Brazil,Male,critics poll,"Critic, Escrever Cinema",10,"As we all know, the ten greatest films of all time are hundred, or more, or still more. We must see the list just like we see a film: with eyes wide open to see what is outside the frame as well as within it. Here and there, we see mostly, first, or only the out-of-frame image, an image that the one on the screen projects in our mind. Every ten years, the real rule of the game is to see the ‘out of the list’ films – thus the ‘ten greatest’ includes many others that we cannot take out of focus. In my list these are works by Bergman, Bertolucci, Bresson, Buñuel, Dreyer, Erice, Kluge, Loach, Losey, Mizoguchi, Murnau, Ozu, Tarkovski, Visconti, Welles... Let’s imagine the ten greatest as a single frame taken by chance in the middle of a travelling shot: the previous and the following frame of this moving picture show a different ten."
Richard Ayoade,1142,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1142,Director,UK,Male,directors poll,Submarine,10,
Senem Aytaç,110,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/110,critic,Turkey,Female,critics poll,"Critic, Altyazi",10,
Peter von Bagh,196,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/196,programmer,Finland/Italy,Male,critics poll,"Critic; historian; programmer, Midnight Sun Film Festival; artistic director, Il Cinema Ritrovato",10,"I was approached by two different letters & requests as both a critic and a director, and I have proceeded accordingly. This means that I have two lists, entirely different, and corresponding to my schizofrenia about the roles that were the cause of the two letters."
Peter Bagrov,207,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/207,academic,Russia,Male,critics poll,Film historian,10,"I tried to be fair or at least honest. But I wouldn’t be surprised if I had come up with an entirely different list containing some Murnau, Bresson, Wilder, Lubitsch, Kubrick, Kurosawa etc. I am only absolutely positive about Le Regle du jeu."
Cameron Bailey,748,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/748,programmer,Canada,Male,critics poll,"Artistic director, Toronto International Film Festival",10,
Robin Baker,145,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/145,archivist,UK,Male,critics poll,"Head curator, BFI National Archive",10,"When compiling this list I remembered Rex Harrison’s appearance as a castaway on BBC Radio 4’s Desert Island Discs – he had the chutzpah to select a playlist comprising almost exclusively of Benny Goodman tracks. By the same rules I could very easily have been happy with wall-to-wall Hitchcock, Powell or mid-period Woody Allen. In the name of diversity I have added a few other directors and, given that I know of no useful measure of greatness, I worked largely by the pleasure principle. I have watched each of these films repeatedly for decades. Each time I watch them they surprise with new meanings or details that I had failed to spot in the past. Even writing down their names makes me want to turn on the DVD player as soon as I get home.
If, howver, I was eschewing notions of greatness and my list was wholly determined by the number of times I have watched a film it might have looked rather more like this: Parkgate Iron and Steel Co., Rotherham (Mitchell and Kenyon, 1901); N or NW (Len Lye, 1937); English Harvest (Jennings, 1938); Kiss Me Kate (Sidney, 1953); Land of the Pharaohs (Hawks, 1955); Imitation of Life (Sirk, 1959); Snow (Jones, 1963); Zulu (Endfield, 1964); Fahrenheit 451 (Truffaut, 1966) and Les Demoiselles de Rochefort (Demy, 1967).
"
Mohammed Bakrim,278,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/278,critic,Tunisia,Male,critics poll,Critic,10,
César Ballester,732,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/732,academic,Spain,Male,critics poll,"Senior lecturer in Film History and Theory, Arts University College Bournemouth",10,"Only ten films? Only ten! Impossible. I’ve had to leave out so many excellent films, so many excellent directors from the silent period, or people like John Ford, Howard Hawks, Alfred Hitchcock and Billy Wilder (my heroes), Orson Welles (yes, I am afraid I am not going to include Citizen Kane, although it is indeed a great film), Dassin’s Rififi, Truffaut, Fellini, Woody Allen (Annie Hall!), Ozu or Kurosawa, without forgetting “all those bright young men and women” from the former Eastern Europe: Wajda, Munk, Kieslowski, Forman, Menzel, Chytilová, Szabo, Meszaros, the Soviet filmmakers. And Tarkovski; and Buñuel. And the list can go on and on and on and on. As a film historian I should give an objective list covering the key moments in the history of cinema, but I am, above all, a spectator, so, I am afraid, this list is a rather personal one. So… Not only was L’Arrive d’un train en gare one of the first films to have a proper audience, but it also does not matter how many times I watch it, I still find it mesmerising. Any of Chaplin’s silent films could have received the vote. Anyway, I am not going to go for City Lights or any of his features, but for one of his two-reelers at the Mutual, The Rink. I have The Last Laugh as I feel it is not only Murnau’s best film but also because it is one the pinnacles of the silent period in terms of developing a purely visual language. With L’avventura Antonioni went back to the silent masters by using dialogue sparsely and developing a different type of story, supported by the visuals and sounds. I could have also chosen La Notte (1960) or L’eclisse (1962). Nothing really happens in Intimate Lighting, just two old friends meeting and catching up after so many years. Perfect. Persona is the best example of what Béla Balázs termed as the ‘dimension of physiognomy’. Together with Nykvist, Andersson and Ullman, Bergman explores the soul behind the mask. In My Night with Maud, Eric Rohmer meets Nestor Almendros meets Jean-Louis Trintignant meets Françoise Fabian… The Spirit of the Beehive displays Erice’s mastery when it comes to developing a dialogue between the spectator and the filmmaker: he makes the spectator a participant of the creative process or, to paraphrase his words, he encourages the spectator to experience the same path down which the director has previously walked. And Luis Cuadrado’s cinematography is stunning. The Conversation is one of those before-and-after films; Walter Murch experiments with sound design. I have to include a more contemporary film, otherwise I would be one of those grumpy old men who thinks cinema is dead, so 2046 is it. Wong Kar Wai is one of the greatest filmmakers in terms of knowing, absorbing, blending and developing the hundred and so odd years of cinema."
